Round,Real Time[s],Sim Time[s],Accuracy,Loss,Precision,Recall,F-score,received,failure,p_rate[%],ios_time
40,2365.795435,4000,0.9697,0.107981198,0.969750952,0.9697,0.969682054,1,0,100,3909.763968
41,2424.556556,4100,0.9671,0.109644741,0.967166033,0.9671,0.967077931,1,0,100,4022.516523
42,2483.049696,4200,0.9662,0.113743797,0.966276383,0.9662,0.966195064,1,0,100,4134.616972
43,2546.58546,4300,0.9671,0.10958311,0.967177378,0.9671,0.96709222,1,0,100,4246.641752
44,2605.863414,4400,0.9703,0.105849996,0.970366595,0.9703,0.970282714,1,0,100,4358.657672
45,2665.396213,4500,0.9694,0.100141726,0.969534459,0.9694,0.969374005,1,0,100,4470.569495
46,2725.023023,4600,0.9713,0.103730559,0.971285335,0.9713,0.97128282,1,0,100,4582.848258
47,2784.691872,4700,0.9717,0.097152956,0.971734693,0.9717,0.971684658,1,0,100,4695.780699
48,2844.166448,4800,0.972,0.105940208,0.972033969,0.972,0.97196566,1,0,100,4809.212895
49,2903.504205,4900,0.9722,0.093699522,0.972269473,0.9722,0.97216867,1,0,100,4922.818864
50,2963.038682,5000,0.9716,0.101766601,0.97161959,0.9716,0.971590113,1,0,100,5037.201395
51,3022.556524,5100,0.9731,0.093994133,0.973165471,0.9731,0.973093485,1,0,100,5151.489044
52,3082.138507,5200,0.9715,0.094266653,0.97153529,0.9715,0.971474501,1,0,100,5265.896585
53,3141.707046,5300,0.9704,0.102294065,0.970509002,0.9704,0.970394122,1,0,100,5381.665998
54,3202.391631,5400,0.9721,0.095377907,0.972126804,0.9721,0.972096212,1,0,100,5500.577657
55,3262.163701,5500,0.9726,0.096825473,0.972661135,0.9726,0.972579873,1,0,100,5617.600779
56,3322.021971,5600,0.9714,0.099130422,0.971442314,0.9714,0.971397501,1,0,100,5735.190701
57,3381.756202,5700,0.9739,0.09213452,0.973913046,0.9739,0.973867917,1,0,100,5852.307668
58,3441.773901,5800,0.9696,0.107518338,0.969636633,0.9696,0.969595748,1,0,100,5969.412505
59,3501.002686,5900,0.9694,0.1044413,0.969424326,0.9694,0.969374394,1,0,100,6086.136626
60,3560.843747,6000,0.9694,0.102702565,0.969410514,0.9694,0.969381462,1,0,100,6203.286626
61,3620.54268,6100,0.971,0.09969455,0.97105007,0.971,0.97098427,1,0,100,6320.75023
62,3680.119438,6200,0.9712,0.095332839,0.971229595,0.9712,0.971184345,1,0,100,6438.214596
63,3739.957822,6300,0.9694,0.102182455,0.969438036,0.9694,0.969356254,1,0,100,6556.889938
64,3799.639265,6400,0.9726,0.09309613,0.972665125,0.9726,0.972588507,1,0,100,6675.486455
65,3859.108357,6500,0.971,0.100681655,0.971057274,0.971,0.970973563,1,0,100,6794.263387
66,3918.857698,6600,0.9705,0.097675197,0.970532181,0.9705,0.970490824,1,0,100,6913.786616
67,3978.406439,6700,0.9731,0.095880941,0.973128232,0.9731,0.97308867,1,0,100,7034.138786
68,4038.263453,6800,0.9733,0.0904603,0.973352304,0.9733,0.9732932,1,0,100,7153.65689
69,4097.813203,6900,0.9706,0.096207172,0.97063987,0.9706,0.97057094,1,0,100,7274.575813
70,4157.326065,7000,0.9711,0.097437143,0.971163563,0.9711,0.97106899,1,0,100,7395.871949
71,4216.774313,7100,0.9721,0.098097265,0.97216644,0.9721,0.972072728,1,0,100,7517.791719
72,4276.283088,7200,0.9719,0.093791015,0.971924717,0.9719,0.971885765,1,0,100,7639.149005
73,4336.111274,7300,0.9698,0.099118516,0.969837674,0.9698,0.969781897,1,0,100,7760.979624
74,4395.707166,7400,0.9728,0.094002187,0.97282196,0.9728,0.972799332,1,0,100,7882.879488
75,4455.436081,7500,0.9702,0.099778175,0.970272164,0.9702,0.970196355,1,0,100,8007.033088
76,4514.979994,7600,0.9757,0.082420297,0.975720444,0.9757,0.975678788,1,0,100,8131.488927
77,4574.738487,7700,0.9704,0.101410791,0.970412459,0.9704,0.970383889,1,0,100,8255.169807
78,4634.266271,7800,0.9713,0.097089969,0.971366085,0.9713,0.971307901,1,0,100,8377.928669
79,4693.708432,7900,0.9713,0.102897555,0.971423358,0.9713,0.971270483,1,0,100,8500.047857
80,4753.615101,8000,0.9736,0.09252362,0.973595956,0.9736,0.973583179,1,0,100,8623.956541
81,4813.217034,8100,0.9737,0.092591248,0.973809946,0.9737,0.9736743,1,0,100,8746.448806
82,4872.80734,8200,0.9719,0.098766491,0.971918207,0.9719,0.971879944,1,0,100,8870.805814
83,4932.422302,8300,0.9751,0.088507943,0.975145386,0.9751,0.975087012,1,0,100,8994.761456
84,4992.1059,8400,0.9709,0.099868543,0.970936658,0.9709,0.970880327,1,0,100,9118.584062
85,5051.656697,8500,0.9713,0.098097727,0.971333689,0.9713,0.971290673,1,0,100,9240.8413
86,5111.242171,8600,0.975,0.088078253,0.975049146,0.975,0.974982801,1,0,100,9362.222379
87,5170.733949,8700,0.9758,0.088381402,0.97582889,0.9758,0.975785955,1,0,100,9481.530655
88,5230.586913,8800,0.9739,0.09125001,0.973963834,0.9739,0.973883029,1,0,100,9601.801153
89,5290.367308,8900,0.9718,0.098531678,0.971871375,0.9718,0.971783421,1,0,100,9721.841655
90,5350.043647,9000,0.9731,0.092730612,0.973112971,0.9731,0.973077199,1,0,100,9842.327602
91,5409.954639,9100,0.9721,0.096169315,0.972187436,0.9721,0.972078635,1,0,100,9961.171317
92,5469.681658,9200,0.9729,0.094143637,0.972931777,0.9729,0.972895726,1,0,100,10080.72305
93,5529.105323,9300,0.9715,0.094611205,0.971513942,0.9715,0.971487667,1,0,100,10200.69171
94,5588.785551,9400,0.974,0.091016792,0.974099928,0.974,0.973984047,1,0,100,10321.68544
95,5648.807676,9500,0.974,0.08967723,0.974048075,0.974,0.973979277,1,0,100,10440.45808
96,5708.918403,9600,0.972,0.098849058,0.972043218,0.972,0.971976083,1,0,100,10558.89141
97,5767.926398,9700,0.9714,0.092814997,0.97143767,0.9714,0.97137133,1,0,100,10679.4914
98,5825.984008,9800,0.9726,0.091297179,0.972648951,0.9726,0.972578433,1,0,100,10799.18081
99,5883.411895,9900,0.9714,0.100612298,0.971446412,0.9714,0.971361433,1,0,100,10919.39502
100,5941.984866,10000,0.9736,0.088075466,0.973688556,0.9736,0.973578504,1,0,100,11039.9985
