Round,Time [s],Accuracy,Loss,Precision,Recall,F-score
57,3641.303686541,0.9719,0.09543233059997216,0.9719255871069001,0.9719,0.9719004594998705
58,3701.795445375,0.9712,0.10120323210155435,0.9712717688816054,0.9712,0.971168315178929
59,3764.435161125,0.9722,0.09905374453220957,0.9723536660267637,0.9722,0.9722220398394577
60,3828.5677905,0.9731,0.0952982996390748,0.9731293320818079,0.9731,0.9730925218679793
61,3892.098094083,0.9716,0.09988245088106608,0.9716028387228617,0.9716,0.9715865763143394
62,3951.848649916,0.9719,0.10027593168235882,0.9719369844541914,0.9719,0.9718883748269451
63,4011.637739875,0.9731,0.09542983206348342,0.9731096627190656,0.9731,0.9730868906011768
64,4071.274567041,0.9693,0.10303629173370446,0.9693803937567546,0.9693,0.969314738396555
65,4130.713608875,0.9736,0.09425094777506814,0.973668841265301,0.9736,0.9736059594341628
66,4190.1914795,0.971,0.10516765229241687,0.9710491882957264,0.971,0.9709774616535074
67,4249.84453125,0.9722,0.0955702334487223,0.972293480911111,0.9722,0.9721942226349339
68,4309.401977,0.9737,0.0973461110997508,0.9737479859033621,0.9737,0.9736954605711571
69,4368.801377666,0.975,0.09363630293852239,0.9750011748696378,0.975,0.9749800714836014
70,4428.572224833,0.9722,0.09637271984340172,0.9722503027364695,0.9722,0.972188037435117
71,4488.548937875,0.9716,0.09888980259380639,0.9716711089911608,0.9716,0.9716085386760142
72,4548.233708875,0.9731,0.09166843884575225,0.9731344187029619,0.9731,0.9730788588136507
73,4608.054979333,0.9745,0.09200128686356732,0.9745442906877468,0.9745,0.9744929746178912
74,4667.246548875,0.9719,0.098655802069758,0.9719379909086927,0.9719,0.9718776101515814
75,4725.674312333,0.973,0.09092722554821181,0.9730935594882393,0.973,0.972996612586429
76,4784.319305,0.9724,0.09627029337501772,0.9724708012310118,0.9724,0.972392361695788
77,4842.663045541,0.9728,0.09633053756314978,0.9729346930705935,0.9728,0.9728075772450108
78,4901.117774791,0.973,0.09528759676773686,0.9730640119248221,0.973,0.9729978274099845
79,4959.718238875,0.9719,0.09833913682935319,0.9720288959609444,0.9719,0.9719100463109189
80,5018.975967708,0.974,0.0897878414052065,0.9740907892297135,0.974,0.9740008683262775
81,5077.929637125,0.9738,0.099309725401891,0.9738937856883009,0.9738,0.9738108363296778
82,5136.922388208,0.9729,0.09406614248769171,0.9729716867085754,0.9729,0.9729022228143829
83,5195.668023625,0.9754,0.08730439670968919,0.9754575921751888,0.9754,0.9753957493160739
84,5253.4858195,0.9741,0.09456388622897545,0.9741666042249044,0.9741,0.9740939357199151
85,5311.700836083,0.9717,0.09932497997323085,0.9717652530905009,0.9717,0.9717011362229696
86,5369.648031291,0.9707,0.10002947363187073,0.9707565915943712,0.9707,0.9706767828596076
87,5427.860883333,0.9737,0.09444481049656277,0.9737229675776998,0.9737,0.973681692380966
88,5486.656870166,0.9744,0.09512450516448721,0.9744551665992298,0.9744,0.9743876082760864
89,5544.452214625,0.976,0.08761786822371682,0.9760344238839515,0.976,0.9760041980886792
90,5603.052183583,0.971,0.09985929167636291,0.9710352134415625,0.971,0.970995639897112
91,5661.666310541,0.9729,0.09483076156070012,0.9729850313737572,0.9729,0.972895116975916
92,5719.492948125,0.9735,0.08826675365900069,0.9735435264319218,0.9735,0.9735064274883743
93,5778.063057791,0.9723,0.09589983996547549,0.9723664816672523,0.9723,0.9722941711063507
94,5837.54704425,0.9738,0.09570713698327961,0.9738120635569141,0.9738,0.9737950843138704
95,5898.938894,0.9743,0.09094919682593608,0.9743369765992184,0.9743,0.9742934289197263
96,5959.735097166,0.9731,0.09548771570067122,0.9731519086198294,0.9731,0.9730964557442773
97,6020.735459208,0.9746,0.08879285525246787,0.9746881820042654,0.9746,0.9746098099686548
98,6081.604763708,0.9741,0.08725371435881435,0.9742058917787856,0.9741,0.9740912387207878
99,6142.643212375,0.9735,0.08983458284296293,0.9735088061439626,0.9735,0.9734894972711309
100,6203.912282,0.9738,0.09101557845147266,0.9738382869671934,0.9738,0.9738041005619259
