Round,Real Time[s],Sim Time[s],Accuracy,Loss,Precision,Recall,F-score,received,failure,p_rate[%],ios_time
20,1366.879898,2000,0.9631,0.1288739,0.963171223,0.9631,0.963091662,1,0,100,1548.927861
21,1435.13506,2100,0.9615,0.132332444,0.961552831,0.9615,0.961459956,1,0,100,1653.977272
22,1502.36471,2200,0.9661,0.117801279,0.966206247,0.9661,0.966108826,1,0,100,1760.369773
23,1569.247163,2300,0.9621,0.122740582,0.962194706,0.9621,0.962084712,1,0,100,1867.547494
24,1631.229858,2400,0.962,0.116265014,0.962052913,0.962,0.961990995,1,0,100,1976.267824
25,1691.61616,2500,0.9665,0.116223797,0.966569308,0.9665,0.96650942,1,0,100,2086.274127
26,1751.944254,2600,0.9656,0.117689036,0.965607717,0.9656,0.96557943,1,0,100,2199.219944
27,1812.471611,2700,0.9653,0.123384878,0.965479206,0.9653,0.96531133,1,0,100,2312.410225
28,1875.924455,2800,0.9666,0.12131612,0.966665751,0.9666,0.966584114,1,0,100,2427.69647
29,1938.293308,2900,0.9664,0.122578137,0.966450217,0.9664,0.966365058,1,0,100,2544.409392
30,2005.88082,3000,0.9652,0.125589401,0.965240061,0.9652,0.965175768,1,0,100,2661.895048
31,2068.114341,3100,0.9689,0.109603077,0.969001165,0.9689,0.968900658,1,0,100,2779.295492
32,2128.441763,3200,0.9701,0.109486476,0.970100124,0.9701,0.970080564,1,0,100,2897.5084
33,2188.707612,3300,0.9672,0.11071381,0.967253987,0.9672,0.967163368,1,0,100,3015.181849
34,2249.1985,3400,0.9677,0.112380855,0.967753796,0.9677,0.967712436,1,0,100,3133.876448
35,2310.342821,3500,0.9704,0.111991882,0.970486656,0.9704,0.970410536,1,0,100,3254.782547
36,2369.672069,3600,0.9683,0.108156547,0.968354712,0.9683,0.968278189,1,0,100,3376.781623
37,2429.983664,3700,0.9671,0.10833092,0.96715941,0.9671,0.967105401,1,0,100,3500.283818
38,2489.667426,3800,0.9698,0.109920904,0.969900427,0.9698,0.969809999,1,0,100,3624.550442
39,2549.953348,3900,0.9701,0.108818434,0.970143988,0.9701,0.97008632,1,0,100,3749.773433
40,2610.155562,4000,0.9703,0.09993533,0.970337769,0.9703,0.970306485,1,0,100,3875.917494
41,2670.239252,4100,0.9715,0.102501467,0.971699615,0.9715,0.971515381,1,0,100,4003.248303
42,2731.689904,4200,0.9737,0.092882104,0.973715444,0.9737,0.973694913,1,0,100,4129.786451
43,2796.919937,4300,0.9668,0.110791385,0.966820463,0.9668,0.966749792,1,0,100,4256.64837
44,2866.251964,4400,0.968,0.107266009,0.968195712,0.968,0.968018253,1,0,100,4384.262197
45,2932.529512,4500,0.9693,0.1110759,0.969352372,0.9693,0.969299172,1,0,100,4510.203076
46,2993.53478,4600,0.9716,0.096568085,0.971680484,0.9716,0.971586059,1,0,100,4619.273432
47,3053.637488,4700,0.9705,0.110409349,0.970591436,0.9705,0.970491216,1,0,100,4720.904979
48,3114.318275,4800,0.9698,0.106647871,0.969830399,0.9698,0.969785764,1,0,100,4825.050547
49,3182.08346,4900,0.9703,0.099217698,0.970416501,0.9703,0.970308725,1,0,100,4930.801169
50,3243.57517,5000,0.9702,0.100015685,0.970231956,0.9702,0.970181502,1,0,100,5035.924815
51,3303.327205,5100,0.9691,0.10613326,0.969165126,0.9691,0.969088535,1,0,100,5139.795094
52,3363.105931,5200,0.9733,0.096409105,0.973395625,0.9733,0.973302083,1,0,100,5243.263163
53,3423.070124,5300,0.9705,0.105446473,0.970546842,0.9705,0.970471365,1,0,100,5345.439955
54,3483.352149,5400,0.9693,0.105240121,0.969469379,0.9693,0.969316176,1,0,100,5447.742198
55,3544.157154,5500,0.9706,0.100563794,0.970701283,0.9706,0.970574338,1,0,100,5550.359934
56,3604.760539,5600,0.9726,0.094992362,0.972652114,0.9726,0.972585155,1,0,100,5653.743698
57,3664.809132,5700,0.9719,0.095432334,0.971925587,0.9719,0.971900459,1,0,100,5755.535214
58,3725.300457,5800,0.9712,0.101203233,0.971271769,0.9712,0.971168315,1,0,100,5857.275588
59,3787.943705,5900,0.9722,0.099053748,0.972353666,0.9722,0.97222204,1,0,100,5959.982229
60,3852.075827,6000,0.9731,0.095298298,0.973129332,0.9731,0.973092522,1,0,100,6062.424475
61,3915.603839,6100,0.9716,0.099882454,0.971602839,0.9716,0.971586576,1,0,100,6164.86983
62,3975.354979,6200,0.9719,0.100275934,0.971936984,0.9719,0.971888375,1,0,100,6267.64842
63,4035.143169,6300,0.9731,0.09542983,0.973109663,0.9731,0.973086891,1,0,100,6370.645538
64,4094.785229,6400,0.9693,0.103036292,0.969380394,0.9693,0.969314738,1,0,100,6473.786827
65,4154.220198,6500,0.9736,0.094250947,0.973668841,0.9736,0.973605959,1,0,100,6576.336361
66,4213.697219,6600,0.971,0.10516765,0.971049188,0.971,0.970977462,1,0,100,6679.000894
67,4273.350069,6700,0.9722,0.095570236,0.972293481,0.9722,0.972194223,1,0,100,6782.914375
68,4332.908327,6800,0.9737,0.097346112,0.973747986,0.9737,0.973695461,1,0,100,6886.880354
69,4392.307014,6900,0.975,0.093636304,0.975001175,0.975,0.974980071,1,0,100,6990.864181
70,4452.080648,7000,0.9722,0.096372716,0.972250303,0.9722,0.972188037,1,0,100,7095.650486
71,4512.055051,7100,0.9716,0.098889805,0.971671109,0.9716,0.971608539,1,0,100,7200.454881
72,4571.739569,7200,0.9731,0.091668442,0.973134419,0.9731,0.973078859,1,0,100,7306.175382
73,4631.560706,7300,0.9745,0.092001289,0.974544291,0.9745,0.974492975,1,0,100,7412.144349
74,4690.751744,7400,0.9719,0.098655805,0.971937991,0.9719,0.97187761,1,0,100,7519.986626
75,4749.179989,7500,0.973,0.090927228,0.973093559,0.973,0.972996613,1,0,100,7628.117652
76,4807.824793,7600,0.9724,0.096270293,0.972470801,0.9724,0.972392362,1,0,100,7736.752357
77,4866.168421,7700,0.9728,0.096330538,0.972934693,0.9728,0.972807577,1,0,100,7844.949226
78,4924.623414,7800,0.973,0.095287599,0.973064012,0.973,0.972997827,1,0,100,7953.129224
79,4983.22363,7900,0.9719,0.09833914,0.972028896,0.9719,0.971910046,1,0,100,8061.821388
80,5042.480748,8000,0.974,0.089787841,0.974090789,0.974,0.974000868,1,0,100,8171.115602
81,5101.434705,8100,0.9738,0.099309728,0.973893786,0.9738,0.973810836,1,0,100,8280.924196
82,5160.427804,8200,0.9729,0.094066143,0.972971687,0.9729,0.972902223,1,0,100,8389.790414
83,5219.173829,8300,0.9754,0.087304398,0.975457592,0.9754,0.975395749,1,0,100,8498.927574
84,5276.990913,8400,0.9741,0.094563887,0.974166604,0.9741,0.974093936,1,0,100,8606.861883
85,5335.20628,8500,0.9717,0.099324979,0.971765253,0.9717,0.971701136,1,0,100,8715.97905
86,5393.155977,8600,0.9707,0.100029476,0.970756592,0.9707,0.970676783,1,0,100,8825.030645
87,5451.36594,8700,0.9737,0.094444811,0.973722968,0.9737,0.973681692,1,0,100,8933.971074
88,5510.162179,8800,0.9744,0.095124505,0.974455167,0.9744,0.974387608,1,0,100,9043.120816
89,5567.957374,8900,0.976,0.087617867,0.976034424,0.976,0.976004198,1,0,100,9152.57215
90,5626.557835,9000,0.971,0.09985929,0.971035213,0.971,0.97099564,1,0,100,9262.445348
91,5685.171271,9100,0.9729,0.094830759,0.972985031,0.9729,0.972895117,1,0,100,9373.764495
92,5742.998063,9200,0.9735,0.088266753,0.973543526,0.9735,0.973506427,1,0,100,9486.324439
93,5801.567533,9300,0.9723,0.095899843,0.972366482,0.9723,0.972294171,1,0,100,9596.470781
94,5861.052462,9400,0.9738,0.095707133,0.973812064,0.9738,0.973795084,1,0,100,9706.585351
95,5922.445903,9500,0.9743,0.0909492,0.974336977,0.9743,0.974293429,1,0,100,9816.724971
96,5983.24074,9600,0.9731,0.095487714,0.973151909,0.9731,0.973096456,1,0,100,9926.929845
97,6044.241671,9700,0.9746,0.088792853,0.974688182,0.9746,0.97460981,1,0,100,10037.11502
98,6105.10997,9800,0.9741,0.087253712,0.974205892,0.9741,0.974091239,1,0,100,10147.16409
99,6166.149734,9900,0.9735,0.089834586,0.973508806,0.9735,0.973489497,1,0,100,10257.35918
100,6227.417897,10000,0.9738,0.091015577,0.973838287,0.9738,0.973804101,1,0,100,10367.2125
