Round,Time [s],Accuracy,Loss,Precision,Recall,F-score
26,1598.1613005,0.9659,0.11430832076882116,0.9659865366467686,0.9659,0.9658901355928529
27,1658.254410875,0.9623,0.12177849997298122,0.9624672774672638,0.9623,0.9622831974322129
28,1718.221813625,0.9652,0.12235694716836686,0.9652825609335931,0.9652,0.9651833955181355
29,1778.787224541,0.9676,0.11009025977721155,0.9676423889156051,0.9676,0.9675857848185615
30,1840.714203333,0.9662,0.11435085153050968,0.9662442130189818,0.9662,0.9661962284254083
31,1902.894993583,0.9648,0.11839747713468468,0.9649493554269007,0.9648,0.964780084140673
32,1966.339077875,0.9674,0.11485638317480844,0.9674373518417404,0.9674,0.9673574979934225
33,2028.885736041,0.9686,0.10747906408153922,0.9686566860627414,0.9686,0.9685664228231992
34,2091.567738291,0.9673,0.11472872664121574,0.9673406569347458,0.9673,0.9672726037030508
35,2152.8762455,0.9691,0.10610486808187333,0.9691543501738759,0.9691,0.9690853721997692
36,2215.102233541,0.9689,0.10660987748906127,0.96897062429314,0.9689,0.9688815898988753
37,2277.63534625,0.9683,0.11135217815967806,0.9683588582942019,0.9683,0.9682851030043472
38,2339.337534875,0.9705,0.10162229092445241,0.9705224449011793,0.9705,0.9704686500522037
39,2400.674612208,0.9706,0.09720338943413094,0.9707041619913832,0.9706,0.9706010398502374
40,2460.913164458,0.9685,0.10612470239180716,0.968547790239695,0.9685,0.9684724722798397
41,2522.155237291,0.9681,0.1061229903543536,0.9681919238264863,0.9681,0.9680730357593151
42,2585.641046916,0.969,0.10396394172266685,0.9691243188274928,0.969,0.9690284299562351
43,2649.575973291,0.9717,0.09848120515405885,0.9718010007893106,0.9717,0.9716882974395404
44,2710.218017208,0.971,0.0981734358562796,0.9710196681082401,0.971,0.970979889195541
45,2770.241559958,0.9688,0.09725508813724303,0.9688471319497638,0.9688,0.9687883851347234
46,2833.991562333,0.9718,0.10394466253199451,0.9718554849504928,0.9718,0.9717915352354245
47,2897.883601208,0.971,0.09971983147499454,0.9710676037503275,0.971,0.9709983445360695
48,2962.974994708,0.9722,0.10127851561335766,0.9722038538380071,0.9722,0.9721685529955272
49,3028.035939375,0.9697,0.102539051796885,0.9697588198500434,0.9697,0.9696934851853224
50,3094.2898845,0.9691,0.10404907357356664,0.9691605945594441,0.9691,0.9690675606493673
51,3155.1019775,0.9707,0.10281397495112578,0.9707301447116868,0.9707,0.9706870300984257
52,3215.193256291,0.9669,0.11053957651948708,0.9669835409144271,0.9669,0.9669068555618449
53,3277.257001625,0.9687,0.10196889798815854,0.9688003385904305,0.9687,0.9686887395568686
54,3342.118139833,0.969,0.10088273968145696,0.9690250118154591,0.969,0.9689792087500632
55,3403.005241041,0.969,0.10336237477225779,0.9690755579677683,0.969,0.9689829838416468
56,3463.090455583,0.9736,0.09338734754639356,0.9736283978770868,0.9736,0.9735985842081892
57,3526.605274166,0.9698,0.09914706445637701,0.9698725246926649,0.9698,0.9697604207945365
58,3590.689077208,0.9732,0.0936603561749552,0.9732387544751616,0.9732,0.9731824166719014
59,3655.65490975,0.9702,0.09841546508813788,0.9702541010015766,0.9702,0.9701893507495452
60,3720.143413125,0.9723,0.10281592729905205,0.9723213220059644,0.9723,0.9722931378516889
61,3786.371509958,0.9709,0.09164220403859716,0.9709715242007347,0.9709,0.9708829224254815
62,3850.131792708,0.9741,0.09320975070996569,0.9741494869851078,0.9741,0.9741001896951429
63,3913.51021525,0.9702,0.10136631032202192,0.9702306921816924,0.9702,0.9701745969441279
64,3976.925936458,0.9713,0.10369016921644802,0.9713057060789184,0.9713,0.9712692239471032
65,4042.524618958,0.9705,0.09987390546568663,0.9705215495106542,0.9705,0.9704916092078849
66,4105.471451791,0.9716,0.09318847724239973,0.9716418954814838,0.9716,0.9715946219908501
67,4170.2713645,0.9718,0.09615915804536898,0.971880004389542,0.9718,0.9717797660755144
68,4233.915413,0.9709,0.09698035371860445,0.9709364161528258,0.9709,0.9708826864379394
69,4296.084650958,0.9729,0.09422059083353958,0.9728960627517336,0.9729,0.9728677603801059
70,4356.327747708,0.9737,0.09728887860568408,0.9736999392119476,0.9737,0.9736925482822533
71,4419.911681291,0.9728,0.09308029975995522,0.9728641719537463,0.9728,0.9728013338942055
72,4483.978965541,0.9718,0.10355334690674509,0.9717948198607325,0.9718,0.9717835730418163
73,4544.84949825,0.9734,0.08997904533753699,0.9734642643858262,0.9734,0.9733843433182472
74,4608.116474458,0.9719,0.10186317775468351,0.9719405910635943,0.9719,0.9718818205564957
75,4669.889220958,0.9737,0.09536026031166468,0.9737269915347156,0.9737,0.9736879374713168
76,4730.183787208,0.9718,0.0964694785995222,0.9719373156173049,0.9718,0.9717795665223424
77,4788.159614166,0.9723,0.1069159361770738,0.9724194210443873,0.9723,0.9722849461745496
78,4846.745440958,0.9704,0.09849861227311076,0.9704698539744752,0.9704,0.97041115257198
79,4914.07659175,0.9727,0.08828057378302373,0.9727609057829579,0.9727,0.97269576960378
80,4978.400446458,0.9722,0.09347475085230988,0.972226195780795,0.9722,0.9721817994265474
81,5038.221632291,0.9729,0.08966009111781834,0.9729378401196225,0.9729,0.9729006513433458
82,5097.545588791,0.9738,0.09706629405448955,0.9738152520468364,0.9738,0.9737875999587015
83,5156.693985375,0.9717,0.09085783002024343,0.9717919082428667,0.9717,0.9717030659376955
84,5221.382644666,0.9737,0.09150322212318471,0.9737327328359219,0.9737,0.9736951106999086
85,5285.679924083,0.9729,0.09914186528107445,0.9729712249228447,0.9729,0.9728896911982089
86,5349.061840375,0.9727,0.08941355903258574,0.9727467966078243,0.9727,0.972673402431483
87,5412.190641083,0.9738,0.09159245291475485,0.9738283819341103,0.9738,0.9737853096137884
88,5472.838965916,0.9717,0.09722570230417317,0.9717539656947085,0.9717,0.9716913483610422
89,5536.3545695,0.9741,0.09524850748876558,0.974148619355711,0.9741,0.9740762073215601
90,5599.526622083,0.9746,0.09209743197737438,0.9746879673867402,0.9746,0.9746020331541415
91,5662.000492083,0.9704,0.09761335539521133,0.9704906910165777,0.9704,0.9703960786284888
92,5724.963356458,0.9706,0.09628553200242175,0.9707573049949059,0.9706,0.9705961430780189
93,5790.217790291,0.9751,0.08677755913889915,0.9751367504494604,0.9751,0.9750923449350823
94,5853.556264416,0.9708,0.097068319791266,0.9708688723773932,0.9708,0.9707914791465966
95,5917.30371775,0.9737,0.09167010885426345,0.9737062832865273,0.9737,0.9736872435927435
96,5981.985114708,0.9746,0.09034568310339676,0.9746421790640325,0.9746,0.9745865541590707
97,6047.614227833,0.9726,0.10649254029039057,0.9726361139511273,0.9726,0.9726031978054615
98,6110.285055875,0.9738,0.09062630663063052,0.9738166819240942,0.9738,0.9737914156539064
99,6172.015053041,0.971,0.10739019276220335,0.9710927863804447,0.971,0.971010611274502
100,6234.810494583,0.9733,0.09013631769607956,0.9732970604459844,0.9733,0.9732873177961187
